id,info
2032,Helmet_Sorceress.png | #ffffff | 소서리스 화려헬멧 | 존재감이 커집니다 | Helmet | Head
2033,Normal_Helmet1.png | #ffffff | 노말 무난헬멧 1 | 그냥 믿고 씁니다 | Helmet | Head
2034,Normal_Helmet2.png | #ffffff | 노말 무난헬멧 2 | 딱 적당합니다 | Helmet | Head
2035,Normal_Helmet3.png | #ffffff | 노말 무난헬멧 3 | 선택장애를 줄입니다 | Helmet | Head
2036,Orc_Helmet_02.png | #ffffff | 오크 투박헬멧 02 | 거칠게 멋집니다 | Helmet | Head
2037,Orc_Helmet_03.png | #ffffff | 오크 분노헬멧 03 | 말 걸기 어렵습니다 | Helmet | Head
2038,Orc_Helmet_04.png | #ffffff | 오크 돌진헬멧 04 | 앞만 봅니다 | Helmet | Head
2039,Orc_Helmet_05.png | #ffffff | 오크 깡패헬멧 05 | 괜히 강해 보입니다 | Helmet | Head
2040,Orc_Helmet_06.png | #ffffff | 오크 보스헬멧 06 | 보스처럼 서게 됩니다 | Helmet | Head
,
# -----------------------------,
# Cloth (Body + LeftArm + RightArm),
# -----------------------------,
3001,New_Cloth_01.png@Body | #ffffff | 출근거부 셔츠 | 오늘은 집이 최고입니다 | Cloth | Body
3001,New_Cloth_01.png@Left | #ffffff | 출근거부 셔츠 | 오늘은 집이 최고입니다 | Cloth | LeftArm
3001,New_Cloth_01.png@Right | #ffffff | 출근거부 셔츠 | 오늘은 집이 최고입니다 | Cloth | RightArm

3002,New_Cloth_02.png@Body | #ffffff | 과자부스러기 티 | 주머니에서 소리가 납니다 | Cloth | Body
3002,New_Cloth_02.png@Left | #ffffff | 과자부스러기 티 | 주머니에서 소리가 납니다 | Cloth | LeftArm
3002,New_Cloth_02.png@Right | #ffffff | 과자부스러기 티 | 주머니에서 소리가 납니다 | Cloth | RightArm

3003,New_Cloth_03.png@Body | #ffffff | 심야편의점 후드 | 새벽에 더 강해집니다 | Cloth | Body
3003,New_Cloth_03.png@Left | #ffffff | 심야편의점 후드 | 새벽에 더 강해집니다 | Cloth | LeftArm
3003,New_Cloth_03.png@Right | #ffffff | 심야편의점 후드 | 새벽에 더 강해집니다 | Cloth | RightArm

3004,New_Cloth_04.png@Body | #ffffff | 세탁미룸 스웨터 | 언젠가 빨 겁니다 | Cloth | Body
3004,New_Cloth_04.png@Left | #ffffff | 세탁미룸 스웨터 | 언젠가 빨 겁니다 | Cloth | LeftArm
3004,New_Cloth_04.png@Right | #ffffff | 세탁미룸 스웨터 | 언젠가 빨 겁니다 | Cloth | RightArm

3005,New_Cloth_05.png@Body | #ffffff | 회의용 단정상의 | 말은 적게 하겠습니다 | Cloth | Body
3005,New_Cloth_05.png@Left | #ffffff | 회의용 단정상의 | 말은 적게 하겠습니다 | Cloth | LeftArm
3005,New_Cloth_05.png@Right | #ffffff | 회의용 단정상의 | 말은 적게 하겠습니다 | Cloth | RightArm

3006,New_Cloth_06.png@Body | #ffffff | 길잃음 안내셔츠 | 지도는 마음속에 있습니다 | Cloth | Body
3006,New_Cloth_06.png@Left | #ffffff | 길잃음 안내셔츠 | 지도는 마음속에 있습니다 | Cloth | LeftArm
3006,New_Cloth_06.png@Right | #ffffff | 길잃음 안내셔츠 | 지도는 마음속에 있습니다 | Cloth | RightArm

3007,New_Cloth_07.png@Body | #ffffff | 눈치게임 니트 | 분위기만 읽습니다 | Cloth | Body
3007,New_Cloth_07.png@Left | #ffffff | 눈치게임 니트 | 분위기만 읽습니다 | Cloth | LeftArm
3007,New_Cloth_07.png@Right | #ffffff | 눈치게임 니트 | 분위기만 읽습니다 | Cloth | RightArm

3008,New_Cloth_08.png@Body | #ffffff | 튼튼한척 상의 | 사실 약간 떱니다 | Cloth | Body
3008,New_Cloth_08.png@Left | #ffffff | 튼튼한척 상의 | 사실 약간 떱니다 | Cloth | LeftArm
3008,New_Cloth_08.png@Right | #ffffff | 튼튼한척 상의 | 사실 약간 떱니다 | Cloth | RightArm

3009,New_Cloth_09.png@Body | #ffffff | 간식대장 유니폼 | 배고프면 성능이 떨어집니다 | Cloth | Body
3009,New_Cloth_09.png@Left | #ffffff | 간식대장 유니폼 | 배고프면 성능이 떨어집니다 | Cloth | LeftArm
3009,New_Cloth_09.png@Right | #ffffff | 간식대장 유니폼 | 배고프면 성능이 떨어집니다 | Cloth | RightArm

3010,New_Cloth_10.png@Body | #ffffff | 대충멋 상의 | 자세히 보면 대충입니다 | Cloth | Body
3010,New_Cloth_10.png@Left | #ffffff | 대충멋 상의 | 자세히 보면 대충입니다 | Cloth | LeftArm
3010,New_Cloth_10.png@Right | #ffffff | 대충멋 상의 | 자세히 보면 대충입니다 | Cloth | RightArm

3011,New_Cloth_11.png@Body | #ffffff | 한숨저장 셔츠 | 숨 쉬면 쌓입니다 | Cloth | Body
3011,New_Cloth_11.png@Left | #ffffff | 한숨저장 셔츠 | 숨 쉬면 쌓입니다 | Cloth | LeftArm
3011,New_Cloth_11.png@Right | #ffffff | 한숨저장 셔츠 | 숨 쉬면 쌓입니다 | Cloth | RightArm

3012,New_Cloth_12.png@Body | #ffffff | 복권기원 상의 | 될 사람은 됩니다 | Cloth | Body
3012,New_Cloth_12.png@Left | #ffffff | 복권기원 상의 | 될 사람은 됩니다 | Cloth | LeftArm
3012,New_Cloth_12.png@Right | #ffffff | 복권기원 상의 | 될 사람은 됩니다 | Cloth | RightArm
3013,Cloth_1.png@Body | #ffffff | 기본중의기본 티 | 아무 데나 입습니다 | Cloth | Body
3013,Cloth_1.png@Left | #ffffff | 기본중의기본 티 | 아무 데나 입습니다 | Cloth | LeftArm
3013,Cloth_1.png@Right | #ffffff | 기본중의기본 티 | 아무 데나 입습니다 | Cloth | RightArm
3014,Cloth_2.png@Body | #ffffff | 오늘만산다 셔츠 | 계획은 내일 합니다 | Cloth | Body
3014,Cloth_2.png@Left | #ffffff | 오늘만산다 셔츠 | 계획은 내일 합니다 | Cloth | LeftArm
3014,Cloth_2.png@Right | #ffffff | 오늘만산다 셔츠 | 계획은 내일 합니다 | Cloth | RightArm
3015,Cloth_3.png@Body | #ffffff | 점심약속 상의 | 배고프면 예민합니다 | Cloth | Body
3015,Cloth_3.png@Left | #ffffff | 점심약속 상의 | 배고프면 예민합니다 | Cloth | LeftArm
3015,Cloth_3.png@Right | #ffffff | 점심약속 상의 | 배고프면 예민합니다 | Cloth | RightArm
3016,Cloth_4.png@Body | #ffffff | 기분좋은척 상의 | 웃음은 연습입니다 | Cloth | Body
3016,Cloth_4.png@Left | #ffffff | 기분좋은척 상의 | 웃음은 연습입니다 | Cloth | LeftArm
3016,Cloth_4.png@Right | #ffffff | 기분좋은척 상의 | 웃음은 연습입니다 | Cloth | RightArm
3017,Cloth_5.png@Body | #ffffff | 파티모집 셔츠 | 사람을 부르는 느낌입니다 | Cloth | Body
3017,Cloth_5.png@Left | #ffffff | 파티모집 셔츠 | 사람을 부르는 느낌입니다 | Cloth | LeftArm
3017,Cloth_5.png@Right | #ffffff | 파티모집 셔츠 | 사람을 부르는 느낌입니다 | Cloth | RightArm
3018,Cloth_6.png@Body | #ffffff | 냉장고지킴 상의 | 야식에 최적화입니다 | Cloth | Body
3018,Cloth_6.png@Left | #ffffff | 냉장고지킴 상의 | 야식에 최적화입니다 | Cloth | LeftArm
3018,Cloth_6.png@Right | #ffffff | 냉장고지킴 상의 | 야식에 최적화입니다 | Cloth | RightArm
3019,Cloth_7.png@Body | #ffffff | 알람무시 후드 | 5분만 더입니다 | Cloth | Body
3019,Cloth_7.png@Left | #ffffff | 알람무시 후드 | 5분만 더입니다 | Cloth | LeftArm
3019,Cloth_7.png@Right | #ffffff | 알람무시 후드 | 5분만 더입니다 | Cloth | RightArm
3020,Cloth_8.png@Body | #ffffff | 평화주의 상의 | 싸움은 피곤합니다 | Cloth | Body
3020,Cloth_8.png@Left | #ffffff | 평화주의 상의 | 싸움은 피곤합니다 | Cloth | LeftArm
3020,Cloth_8.png@Right | #ffffff | 평화주의 상의 | 싸움은 피곤합니다 | Cloth | RightArm
3021,Cloth_9.png@Body | #ffffff | 웃음참기 셔츠 | 진지한 척합니다 | Cloth | Body
3021,Cloth_9.png@Left | #ffffff | 웃음참기 셔츠 | 진지한 척합니다 | Cloth | LeftArm
3021,Cloth_9.png@Right | #ffffff | 웃음참기 셔츠 | 진지한 척합니다 | Cloth | RightArm
3022,Cloth_10.png@Body | #ffffff | 감성폭발 상의 | 이유는 모르겠습니다 | Cloth | Body
3022,Cloth_10.png@Left | #ffffff | 감성폭발 상의 | 이유는 모르겠습니다 | Cloth | LeftArm
3022,Cloth_10.png@Right | #ffffff | 감성폭발 상의 | 이유는 모르겠습니다 | Cloth | RightArm
3023,Cloth_11.png@Body | #ffffff | 긴장한 단추셔츠 | 손이 자꾸 갑니다 | Cloth | Body
3023,Cloth_11.png@Left | #ffffff | 긴장한 단추셔츠 | 손이 자꾸 갑니다 | Cloth | LeftArm
3023,Cloth_11.png@Right | #ffffff | 긴장한 단추셔츠 | 손이 자꾸 갑니다 | Cloth | RightArm
3024,Cloth_12.png@Body | #ffffff | 대화회피 상의 | 먼저 말 걸지 마세요 | Cloth | Body
3024,Cloth_12.png@Left | #ffffff | 대화회피 상의 | 먼저 말 걸지 마세요 | Cloth | LeftArm
3024,Cloth_12.png@Right | #ffffff | 대화회피 상의 | 먼저 말 걸지 마세요 | Cloth | RightArm
3025,Cloth_Archer_1.png@Body | #ffffff | 아처 바람셔츠 | 자세가 곧아집니다 | Cloth | Body
3025,Cloth_Archer_1.png@Left | #ffffff | 아처 바람셔츠 | 자세가 곧아집니다 | Cloth | LeftArm
3025,Cloth_Archer_1.png@Right | #ffffff | 아처 바람셔츠 | 자세가 곧아집니다 | Cloth | RightArm
3026,Cloth_Archer_2.png@Body | #ffffff | 아처 조용상의 | 소리 없이 맞춥니다 | Cloth | Body
3026,Cloth_Archer_2.png@Left | #ffffff | 아처 조용상의 | 소리 없이 맞춥니다 | Cloth | LeftArm
3026,Cloth_Archer_2.png@Right | #ffffff | 아처 조용상의 | 소리 없이 맞춥니다 | Cloth | RightArm
3027,Cloth_Healer_1.png@Body | #ffffff | 힐러 말랑상의 | 마음이 먼저 회복됩니다 | Cloth | Body
3027,Cloth_Healer_1.png@Left | #ffffff | 힐러 말랑상의 | 마음이 먼저 회복됩니다 | Cloth | LeftArm
3027,Cloth_Healer_1.png@Right | #ffffff | 힐러 말랑상의 | 마음이 먼저 회복됩니다 | Cloth | RightArm
3028,Cloth_Healer_2.png@Body | #ffffff | 힐러 청결상의 | 깨끗해 보이면 이깁니다 | Cloth | Body
3028,Cloth_Healer_2.png@Left | #ffffff | 힐러 청결상의 | 깨끗해 보이면 이깁니다 | Cloth | LeftArm
3028,Cloth_Healer_2.png@Right | #ffffff | 힐러 청결상의 | 깨끗해 보이면 이깁니다 | Cloth | RightArm
3029,Cloth_Knight_1.png@Body | #ffffff | 나이트 철벽상의 | 마음 단단히 먹습니다 | Cloth | Body
3029,Cloth_Knight_1.png@Left | #ffffff | 나이트 철벽상의 | 마음 단단히 먹습니다 | Cloth | LeftArm
3029,Cloth_Knight_1.png@Right | #ffffff | 나이트 철벽상의 | 마음 단단히 먹습니다 | Cloth | RightArm
3030,Cloth_Knight_2.png@Body | #ffffff | 나이트 결심상의 | 물러나지 않습니다 | Cloth | Body
3030,Cloth_Knight_2.png@Left | #ffffff | 나이트 결심상의 | 물러나지 않습니다 | Cloth | LeftArm
3030,Cloth_Knight_2.png@Right | #ffffff | 나이트 결심상의 | 물러나지 않습니다 | Cloth | RightArm
3031,Cloth_Rogue_1.png@Body | #ffffff | 로그 잠입상의 | 존재감이 얇아집니다 | Cloth | Body
3031,Cloth_Rogue_1.png@Left | #ffffff | 로그 잠입상의 | 존재감이 얇아집니다 | Cloth | LeftArm
3031,Cloth_Rogue_1.png@Right | #ffffff | 로그 잠입상의 | 존재감이 얇아집니다 | Cloth | RightArm
3032,Cloth_Rogue_2.png@Body | #ffffff | 로그 도주상의 | 발이 먼저 갑니다 | Cloth | Body
3032,Cloth_Rogue_2.png@Left | #ffffff | 로그 도주상의 | 발이 먼저 갑니다 | Cloth | LeftArm
3032,Cloth_Rogue_2.png@Right | #ffffff | 로그 도주상의 | 발이 먼저 갑니다 | Cloth | RightArm
3033,Cloth_Sorcerer.png@Body | #ffffff | 소서러 주문상의 | 중얼거림이 늘어납니다 | Cloth | Body
3033,Cloth_Sorcerer.png@Left | #ffffff | 소서러 주문상의 | 중얼거림이 늘어납니다 | Cloth | LeftArm
3033,Cloth_Sorcerer.png@Right | #ffffff | 소서러 주문상의 | 중얼거림이 늘어납니다 | Cloth | RightArm
3034,Cloth_Sorceress.png@Body | #ffffff | 소서리스 무드상의 | 분위기로 압도합니다 | Cloth | Body
3034,Cloth_Sorceress.png@Left | #ffffff | 소서리스 무드상의 | 분위기로 압도합니다 | Cloth | LeftArm
3034,Cloth_Sorceress.png@Right | #ffffff | 소서리스 무드상의 | 분위기로 압도합니다 | Cloth | RightArm
3035,F_SR_Cloth.png@Body | #ffffff | F_SR 수상한상의 | 이유는 묻지 마세요 | Cloth | Body
3035,F_SR_Cloth.png@Left | #ffffff | F_SR 수상한상의 | 이유는 묻지 마세요 | Cloth | LeftArm
3035,F_SR_Cloth.png@Right | #ffffff | F_SR 수상한상의 | 이유는 묻지 마세요 | Cloth | RightArm
,
# -----------------------------,
# Armor (Body + LeftArm + RightArm),
# -----------------------------,
4001,New_Armor_01.png@Body | #ffffff | 철판후드 아머 | 맞으면 울림납니다 | Armor | Body
4001,New_Armor_01.png@Left | #ffffff | 철판후드 아머 | 맞으면 울림납니다 | Armor | LeftArm
4001,New_Armor_01.png@Right | #ffffff | 철판후드 아머 | 맞으면 울림납니다 | Armor | RightArm

4002,New_Armor_02.png@Body | #ffffff | 과보호 갑주 | 바람도 막아줍니다 | Armor | Body
4002,New_Armor_02.png@Left | #ffffff | 과보호 갑주 | 바람도 막아줍니다 | Armor | LeftArm
4002,New_Armor_02.png@Right | #ffffff | 과보호 갑주 | 바람도 막아줍니다 | Armor | RightArm

4003,New_Armor_03.png@Body | #ffffff | 삐걱대는 기사복 | 걷기만 해도 존재감입니다 | Armor | Body
4003,New_Armor_03.png@Left | #ffffff | 삐걱대는 기사복 | 걷기만 해도 존재감입니다 | Armor | LeftArm
4003,New_Armor_03.png@Right | #ffffff | 삐걱대는 기사복 | 걷기만 해도 존재감입니다 | Armor | RightArm

4004,New_Armor_04.png@Body | #ffffff | 반짝이 방어구 | 시선도 막아줍니다 | Armor | Body
4004,New_Armor_04.png@Left | #ffffff | 반짝이 방어구 | 시선도 막아줍니다 | Armor | LeftArm
4004,New_Armor_04.png@Right | #ffffff | 반짝이 방어구 | 시선도 막아줍니다 | Armor | RightArm

4005,New_Armor_05.png@Body | #ffffff | 귀찮음 장갑옷 | 맞기 전에 귀찮아집니다 | Armor | Body
4005,New_Armor_05.png@Left | #ffffff | 귀찮음 장갑옷 | 맞기 전에 귀찮아집니다 | Armor | LeftArm
4005,New_Armor_05.png@Right | #ffffff | 귀찮음 장갑옷 | 맞기 전에 귀찮아집니다 | Armor | RightArm

4006,New_Armor_06.png@Body | #ffffff | 소문난 탱커복 | 책임감이 무겁습니다 | Armor | Body
4006,New_Armor_06.png@Left | #ffffff | 소문난 탱커복 | 책임감이 무겁습니다 | Armor | LeftArm
4006,New_Armor_06.png@Right | #ffffff | 소문난 탱커복 | 책임감이 무겁습니다 | Armor | RightArm

4007,New_Armor_07.png@Body | #ffffff | 덕지덕지 아머 | 붙인 만큼 강해집니다 | Armor | Body
4007,New_Armor_07.png@Left | #ffffff | 덕지덕지 아머 | 붙인 만큼 강해집니다 | Armor | LeftArm
4007,New_Armor_07.png@Right | #ffffff | 덕지덕지 아머 | 붙인 만큼 강해집니다 | Armor | RightArm

4008,New_Armor_08.png@Body | #ffffff | 초조한 방패복 | 방어는 늘 과합니다 | Armor | Body
4008,New_Armor_08.png@Left | #ffffff | 초조한 방패복 | 방어는 늘 과합니다 | Armor | LeftArm
4008,New_Armor_08.png@Right | #ffffff | 초조한 방패복 | 방어는 늘 과합니다 | Armor | RightArm

4009,New_Armor_09.png@Body | #ffffff | 마감임박 갑옷 | 급하게 만든 티가 납니다 | Armor | Body
4009,New_Armor_09.png@Left | #ffffff | 마감임박 갑옷 | 급하게 만든 티가 납니다 | Armor | LeftArm
4009,New_Armor_09.png@Right | #ffffff | 마감임박 갑옷 | 급하게 만든 티가 납니다 | Armor | RightArm

4010,New_Armor_10.png@Body | #ffffff | 근엄한 갑주 | 표정이 자동으로 굳습니다 | Armor | Body
4010,New_Armor_10.png@Left | #ffffff | 근엄한 갑주 | 표정이 자동으로 굳습니다 | Armor | LeftArm
4010,New_Armor_10.png@Right | #ffffff | 근엄한 갑주 | 표정이 자동으로 굳습니다 | Armor | RightArm

4012,New_Armor_12.png@Body | #ffffff | 전설급인척 아머 | 설명만 전설입니다 | Armor | Body
4012,New_Armor_12.png@Left | #ffffff | 전설급인척 아머 | 설명만 전설입니다 | Armor | LeftArm
4012,New_Armor_12.png@Right | #ffffff | 전설급인척 아머 | 설명만 전설입니다 | Armor | RightArm

4013,Armor_Archer_1.png@Body | #ffffff | 아처 바람막이갑주 | 화살보다 바람이 빠릅니다 | Armor | Body
4013,Armor_Archer_1.png@Left | #ffffff | 아처 바람막이갑주 | 화살보다 바람이 빠릅니다 | Armor | LeftArm
4013,Armor_Archer_1.png@Right | #ffffff | 아처 바람막이갑주 | 화살보다 바람이 빠릅니다 | Armor | RightArm

4014,Armor_Archer_2.png@Body | #ffffff | 아처 은근갑주 | 조용히 강한 척합니다 | Armor | Body
4014,Armor_Archer_2.png@Left | #ffffff | 아처 은근갑주 | 조용히 강한 척합니다 | Armor | LeftArm
4014,Armor_Archer_2.png@Right | #ffffff | 아처 은근갑주 | 조용히 강한 척합니다 | Armor | RightArm

4015,Armor_Healer_1.png@Body | #ffffff | 힐러 안전갑주 | 본인부터 지킵니다 | Armor | Body
4015,Armor_Healer_1.png@Left | #ffffff | 힐러 안전갑주 | 본인부터 지킵니다 | Armor | LeftArm
4015,Armor_Healer_1.png@Right | #ffffff | 힐러 안전갑주 | 본인부터 지킵니다 | Armor | RightArm

4016,Armor_Healer_2.png@Body | #ffffff | 힐러 정성갑주 | 닦을수록 든든합니다 | Armor | Body
4016,Armor_Healer_2.png@Left | #ffffff | 힐러 정성갑주 | 닦을수록 든든합니다 | Armor | LeftArm
4016,Armor_Healer_2.png@Right | #ffffff | 힐러 정성갑주 | 닦을수록 든든합니다 | Armor | RightArm

